temp_normal_seat.png:21 24
134, 341
154, 341
174, 341
175, 341
225, 341
245, 341
265, 341
266, 341
134, 371
154, 371
174, 371
175, 371
225, 371
245, 371
265, 371
266, 371
134, 401
154, 401
174, 401
175, 401
225, 401
245, 401
265, 401
266, 401
134, 431
154, 431
174, 431
175, 431
225, 431
245, 431
265, 431
266, 431
134, 461
154, 461
174, 461
175, 461
225, 461
245, 461
265, 461
266, 461
134, 492
154, 492
174, 492
175, 492
225, 492
245, 492
265, 492
266, 492
134, 523
154, 523
174, 523
175, 523
225, 523
245, 523
265, 523
266, 523
134, 553
154, 553
174, 553
175, 553
225, 553
245, 553
265, 553
266, 553
134, 583
154, 583
174, 583
175, 583
225, 583
245, 583
265, 583
266, 583
134, 614
154, 614
174, 614
175, 614
225, 614
245, 614
265, 614
266, 614
134, 722
154, 722
174, 722
175, 722
225, 722
245, 722
265, 722
266, 722
134, 752
154, 752
174, 752
175, 752
225, 752
245, 752
265, 752
266, 752
134, 782
154, 782
174, 782
175, 782
225, 782
245, 782
265, 782
266, 782
134, 812
154, 812
174, 812
175, 812
225, 812
245, 812
265, 812
266, 812
134, 842
154, 842
174, 842
175, 842
225, 842
245, 842
265, 842
266, 842
134, 872
154, 872
174, 872
175, 872
225, 872
245, 872
265, 872
266, 872
134, 902
154, 902
174, 902
175, 902
225, 902
245, 902
265, 902
266, 902
134, 932
154, 932
174, 932
175, 932
225, 932
245, 932
265, 932
266, 932
134, 962
154, 962
174, 962
175, 962
225, 962
245, 962
265, 962
266, 962
134, 992
154, 992
174, 992
175, 992
225, 992
245, 992
265, 992
266, 992
134, 1022
154, 1022
174, 1022
175, 1022
225, 1022
245, 1022
265, 1022
266, 1022
134, 1052
154, 1052
174, 1052
175, 1052
225, 1052
245, 1052
265, 1052
266, 1052
134, 1082
154, 1082
174, 1082
175, 1082
225, 1082
245, 1082
265, 1082
266, 1082
134, 1112
154, 1112
174, 1112
175, 1112
225, 1112
245, 1112
265, 1112
266, 1112
134, 1142
154, 1142
175, 1142
225, 1142
245, 1142
265, 1142
266, 1142
temp_normal_seat.png:21 24
134, 341
154, 341
174, 341
175, 341
225, 341
245, 341
265, 341
266, 341
134, 371
154, 371
174, 371
175, 371
225, 371
245, 371
265, 371
266, 371
134, 401
154, 401
174, 401
175, 401
225, 401
245, 401
265, 401
266, 401
134, 431
154, 431
174, 431
175, 431
225, 431
245, 431
265, 431
266, 431
134, 461
154, 461
174, 461
175, 461
225, 461
245, 461
265, 461
266, 461
134, 492
154, 492
174, 492
175, 492
225, 492
245, 492
265, 492
266, 492
134, 523
154, 523
174, 523
175, 523
225, 523
245, 523
265, 523
266, 523
134, 553
154, 553
174, 553
175, 553
225, 553
245, 553
265, 553
266, 553
134, 583
154, 583
174, 583
175, 583
225, 583
245, 583
265, 583
266, 583
134, 614
154, 614
174, 614
175, 614
225, 614
245, 614
265, 614
266, 614
134, 722
154, 722
174, 722
175, 722
225, 722
245, 722
265, 722
266, 722
134, 752
154, 752
174, 752
175, 752
225, 752
245, 752
265, 752
266, 752
134, 782
154, 782
174, 782
175, 782
225, 782
245, 782
265, 782
266, 782
134, 812
154, 812
174, 812
175, 812
225, 812
245, 812
265, 812
266, 812
134, 842
154, 842
174, 842
175, 842
225, 842
245, 842
265, 842
266, 842
134, 872
154, 872
174, 872
175, 872
225, 872
245, 872
265, 872
266, 872
134, 902
154, 902
174, 902
175, 902
225, 902
245, 902
265, 902
266, 902
134, 932
154, 932
174, 932
175, 932
225, 932
245, 932
265, 932
266, 932
134, 962
154, 962
174, 962
175, 962
225, 962
245, 962
265, 962
266, 962
134, 992
154, 992
174, 992
175, 992
225, 992
245, 992
265, 992
266, 992
134, 1022
154, 1022
174, 1022
175, 1022
225, 1022
245, 1022
265, 1022
266, 1022
134, 1052
154, 1052
174, 1052
175, 1052
225, 1052
245, 1052
265, 1052
266, 1052
134, 1082
154, 1082
174, 1082
175, 1082
225, 1082
245, 1082
265, 1082
266, 1082
134, 1112
154, 1112
174, 1112
175, 1112
225, 1112
245, 1112
265, 1112
266, 1112
134, 1142
154, 1142
175, 1142
225, 1142
245, 1142
265, 1142
266, 1142
temp_normal_seat_little.jpg:14 16
138, 344
158, 344
229, 344
249, 344
269, 344
138, 374
158, 374
229, 374
249, 374
269, 374
138, 404
158, 404
229, 404
249, 404
269, 404
138, 434
158, 434
229, 434
249, 434
269, 434
138, 464
158, 464
229, 464
249, 464
269, 464
138, 495
158, 495
229, 495
249, 495
269, 495
138, 526
158, 526
229, 526
249, 526
269, 526
138, 556
158, 556
229, 556
249, 556
269, 556
138, 586
158, 586
229, 586
249, 586
269, 586
138, 617
158, 617
229, 617
249, 617
138, 725
158, 725
229, 725
249, 725
269, 725
138, 755
158, 755
229, 755
249, 755
269, 755
138, 785
158, 785
229, 785
249, 785
269, 785
138, 815
158, 815
229, 815
249, 815
269, 815
138, 845
158, 845
229, 845
249, 845
269, 845
138, 875
158, 875
229, 875
249, 875
269, 875
138, 905
158, 905
229, 905
249, 905
269, 905
138, 935
158, 935
229, 935
249, 935
269, 935
138, 965
158, 965
229, 965
249, 965
269, 965
138, 995
158, 995
229, 995
249, 995
269, 995
138, 1025
158, 1025
229, 1025
249, 1025
269, 1025
138, 1055
158, 1055
229, 1055
249, 1055
269, 1055
138, 1085
158, 1085
229, 1085
249, 1085
269, 1085
138, 1115
158, 1115
229, 1115
249, 1115
269, 1115
138, 1145
158, 1145
229, 1145
249, 1145
269, 1145
temp_first_seat.jpg:17 44
