name;element1;element2;elment3;elment4;elment5;elment6;elment7;elment8;elment9;elment10;sum
Pegasus_Airlines_Airbus_A320neo_plane699;3;4;0;0;0;0;0;0;0;0;7
Pegasus_Airlines_Boeing_737-800_plane700;3;3;0;0;0;0;0;0;0;0;6
Philipine_Airlines_A350_plane703.svg;12;8;0;0;0;0;0;0;0;0;20
ANA_Boeing_767-300ER_A_plane295;6;8;0;0;0;0;0;0;0;0;14
ANA_Boeing_767-300ER_B_plane294;6;8;1;0;0;0;0;0;0;0;15
ANA_Boeing_777-200ER_A_plane296;7;21;0;0;0;0;0;0;0;0;28
ANA_Boeing_777-200ER_B_plane297;8;16;0;0;0;0;0;0;0;0;24
ANA_Boeing_777-300ER_D_plane299;9;11;1;0;0;0;0;0;0;0;21
ANA_Boeing_777-300ER_E_plane298;8;2;13;1;0;0;0;0;0;0;24
ANA_Boeing_777-300ER_F_plane300;11;11;6;0;0;0;0;0;0;0;28
ANA_Boeing_787-800_B_plane302;5;1;6;0;0;0;0;0;0;0;12
ANA_Boeing_787-800_C_plane301;6;8;0;0;0;0;0;0;0;0;14
ANA_Boeing_787-800_D_plane303;6;2;5;10;1;0;0;0;0;0;24
ANA_Boeing_787-900_plane304;5;5;2;10;0;0;0;0;0;0;22
ANA_Boeing_787-9_V2_plane305;5;2;14;12;0;0;0;0;0;0;33
ANA_Boeing_787-9_V3_plane306;7;1;12;8;7;0;0;0;0;0;35
easyjet_airlines_airbus_A319_plane354;3;1;8;0;0;0;0;0;0;0;12
easyjet_airlines_airbus_A320_plane355;3;2;8;0;0;0;0;0;0;0;13
easyjet_airlines_airbus_A320_V2_plane356;3;1;8;0;0;0;0;0;0;0;12
edelweeiss_air_A320-200_plane359;3;2;8;0;0;0;0;0;0;0;13
edelweiss_air_a330-300_plane357;7;3;8;0;0;0;0;0;0;0;18
edelweiss_air_a340-300_plane358;7;6;8;0;0;0;0;0;0;0;21
egyptair_airbus_a320-232_plane363;3;3;8;0;0;0;0;0;0;0;14
egyptair_airbus_a321-321_plane364;4;3;8;0;0;0;0;0;0;0;15
egyptair_airbus_a330-243_plane360;9;7;8;0;0;0;0;0;0;0;24
egyptair_airbus_a330-300a_plane361;7;6;8;0;0;0;0;0;0;0;21
egyptair_boeing_737-800a_plane365;3;2;8;0;0;0;0;0;0;0;13
egyptair_boeing_737-800b_plane366;3;2;8;0;0;0;0;0;0;0;13
egyptair_boeing_777-300a_plane362;15;10;10;0;0;0;0;0;0;0;35
egyptair_embraer_e170a_plane367;2;3;4;0;0;0;0;0;0;0;9
el_al_boeing_737-800_plane371.svg;3;7;8;0;0;0;0;0;0;0;18
el_al_boeing_737-800_v2_plane372.svg;3;3;8;0;0;0;0;0;0;0;14
el_al_boeing_737_900_v2_plane373.svg;4;4;8;0;0;0;0;0;0;0;16
el_al_boeing_747-400_d_plane368.svg;16;10;12;0;0;0;0;0;0;0;38
el_al_boeing_777-200_b_plane369.svg;11;8;8;0;0;0;0;0;0;0;27
el_al_boeing-787-9_plane370.svg;8;7;4;0;0;0;0;0;0;0;19
emirates_airlines_airbus_a380_plane374.svg;17;18;16;0;0;0;0;0;0;0;51
emirates_airlines_airbus_a380_b_plane375.svg;17;18;16;0;0;0;0;0;0;0;51
emirates_airlines_airbus_a380_two_class_plane376.svg;17;15;16;0;0;0;0;0;0;0;48
emirates_airlines_boeing_777-200_LR_3class_plane377.svg;9;13;8;0;0;0;0;0;0;0;30
emirates_airlines_boeing_777-300er_3class_private_plane378.svg;12;16;10;0;0;0;0;0;0;0;38
emirates_airlines_boeing_777-300er_3class_v2_plane379.svg;12;15;10;0;0;0;0;0;0;0;37
emirates_airlines_boeing_777-30_er_2class_plane380.svg;13;11;10;0;0;0;0;0;0;0;34
ethiopian_airlines_airbus_a350-900_plane381;8;9;8;0;0;0;0;0;0;0;25
ethiopian_airlines_boeing_737-700_a_plane386;3;2;6;0;0;0;0;0;0;0;11
ethiopian_airlines_boeing_737-800w_plane387;3;3;8;0;0;0;0;0;0;0;14
ethiopian_airlines_boeing_737-300er_plane382;5;6;1;8;0;0;0;0;0;0;20
ethiopian_airlines_boeing_777-200lr_plane383;9;6;1;8;0;0;0;0;0;0;24
ethiopian_airlines_boeing_777-300er_plane384;9;9;1;10;0;0;0;0;0;0;29
ethiopian_airlines_boeing_787-8_plane385;5;:1;8;8;0;0;0;0;0;0;21
ethiopian_airlines_q400a_plane389;1;1;5;0;0;0;0;0;0;0;7
ethiopian_airlines_q400_a_1_plane388;1;1;5;0;0;0;0;0;0;0;7
etihad_airways_airbus_a320_plane399.svg;3;2;8;0;0;0;0;0;0;0;13
etihad_airways_airbus_a321_plane400.svg;4;3;8;0;0;0;0;0;0;0;15
etihad_airways_airbus_a330-200_v3_plane390.svg;6;14;8;0;0;0;0;0;0;0;28
etihad_airways_airbus_a330-300_plane391.svg;6;11;8;0;0;0;0;0;0;0;25
etihad_airways_airbus_a380_plane392.svg;16;:1;14;1;2;2;8;0;0;0;43
etihad_airways_boeing_777-300er_plane394.svg;10;:2;14;10;0;0;0;0;0;0;34
etihad_airways_boeing_777-300er_new_plane393.svg;11;11;10;0;0;0;0;0;0;0;32
etihad_airways_boeing_777-300er_v2_plane395.svg;8;9;10;0;0;0;0;0;0;0;27
etihad_airways_boeing_787-10_plane396.svg;9;12;:2;7;8;0;0;0;0;0;36
etihad_airways_boeing_787_900_plane397.svg;8;11;8;0;0;0;0;0;0;0;27
etihad_airways_boeing_787_900_v2_plane398.svg;8;13;8;0;0;0;0;0;0;0;29
eurowings_airbus_a319-100_plane402;3;2;6;0;0;0;0;0;0;0;11
eurowings_airbus_a320-200_plane403;3;2;8;0;0;0;0;0;0;0;13
eurowings_airbus_a330-200_plane401;5;6;0;0;0;0;0;0;0;0;11
eurowings_bombardier_crj-900_plane404;2;4;6;0;0;0;0;0;0;0;12
eva_airways_airbus_a321-200_plane411.svg;4;4;8;1;8;0;0;0;0;0;25
eva_airways_airbus_a330-200_plane405.svg;7;:1;7;10;14;9;8;0;0;0;55
eva_airways_airbus_a330-300_plane406.svg;5;:2;7;2;14;8;0;0;0;0;36
eva_airways_boeing_777-300er_plane410.svg;7;:2;15;15;6;5;10;0;0;0;58
eva_airways_boeing_777-300er_v3_plane407.svg;9;:2;13;9;13;6;10;0;0;0;60
eva_airways_boeing_777-300er_v4_plane409.svg;7;:3;13;5;15;5;10;0;0;0;55
eva_airways_boeing_777-300er_v5_plane408.svg;9;:2;13;8;17;5;10;0;0;0;62
fiji_airways_airbus_a330-200_plane412;8;4;12;7;8;0;0;0;0;0;39
fiji_airways_airbus_a330-300_plane413;8;5;12;6;8;0;0;0;0;0;39
fiji_airways_atr42_plane417;1;1;4;0;0;0;0;0;0;0;6
fiji_airways_atr_72-600_plane418;1;2;4;0;0;0;0;0;0;0;7
fiji_airways_boeing_737-700_plane414;3;3;6;4;6;0;0;0;0;0;22
fiji_airways_boeing_737-800_plane415;3;3;6;4;8;0;0;0;0;0;24
fiji_airways_boeing_737-800_v2_plane416;3;3;6;4;8;0;0;0;0;0;24
fiji_airways_dhc-6_plane419;4;0;0;0;0;0;0;0;0;0;4
finnair_airbus_a319_plane424;2;5;5;6;0;0;0;0;0;0;18
finnair_airbus_a320_plane425;3;3;4;1;4;0;0;0;0;0;15
finnair_airbus_a321_b_plane426;4;4;8;0;0;0;0;0;0;0;16
finnair_airbus_a321_plane427;4;4;6;8;0;0;0;0;0;0;22
finnair_airbus_a330-300_v2_plane420;9;7;12;2;8;0;0;0;0;0;38
finnair_airbus_a330-300_v3_plane421;9;7;12;8;0;0;0;0;0;0;36
finnair_airbus_a350-900_plane422;10;11;1;8;0;0;0;0;0;0;30
finnair_airbus_a350-900_v2_plane423;10;11;2;8;0;0;0;0;0;0;31
finnair_embraer_170_plane428;2;3;4;0;0;0;0;0;0;0;9
finnair_embraer_190_plane429;2;3;2;3;6;0;0;0;0;0;16
flybe_embraer_175_plane430;3;3;4;0;0;0;0;0;0;0;10
flybe_embraer_195_plane431;2;3;6;0;0;0;0;0;0;0;11
flybe_q400_plane_432;1;2;4;0;0;0;0;0;0;0;7
flydubai_boeing_737-800_v1_plane433;3;3;8;0;0;0;0;0;0;0;14
flydubai_boeing_737-800_v2_plane434;3;2;8;0;0;0;0;0;0;0;13
flyone_airbus_a319-100_plane435;3;3;6;6;0;0;0;0;0;0;18
flyone_airbus_a319-200_plane436;3;2;5;8;0;0;0;0;0;0;18
french_bee_bf_airbus_a330-300_plane437.svg;8;7;8;0;0;0;0;0;0;0;23
french_bee_bf_airbus_a350-900_plane438.svg;6;6;8;0;0;0;0;0;0;0;20
frontier_airbus_a321_plane443;3;2;8;0;0;0;0;0;0;0;13
frontier_airlines_airbus_a319_v1_plane439;3;1;6;0;0;0;0;0;0;0;10
frontier_airlines_airbus_a319_v2_plane440;3;2;6;0;0;0;0;0;0;0;11
frontier_airlines_airbus_a320_plane442;3;2;8;0;0;0;0;0;0;0;13
frontier_airlines_airbus_a320neo_plane441;3;2;6;0;0;0;0;0;0;0;11
garuda_indonesia_airbus_a330-200_plane444;8;6;2;8;0;0;0;0;0;0;24
garuda_indonesia_airbus_a330-300_plane445;9;5;1;8;0;0;0;0;0;0;23
garuda_indonesia_airbus_a330-300_v2_plane466;18;7;8;0;0;0;0;0;0;0;33
garuda_indonesia_atr_72-600_plane452;2;3;4;0;0;0;0;0;0;0;9
garuda_indonesia_boeing_737-800ng_plane450;3;4;8;0;0;0;0;0;0;0;15
garuda_indonesia_boeing_777-300er_plane447;9;5;10;0;0;0;0;0;0;0;24
garuda_indonesia_boeing_777-300er_v2_plane448;9;5;10;0;0;0;0;0;0;0;24
garuda_indonesia_bombardier_crj100_plane451;2;3;6;0;0;0;0;0;0;0;11
garuda_indonesia_ga_boeing_737_max_8_plane449;3;4;8;0;0;0;0;0;0;0;15
germanwings_airbus_a319_b_plane454;3;2;8;0;0;0;0;0;0;0;13
germanwings_airbus_a319_plane453;3;2;6;0;0;0;0;0;0;0;11
germanwings_airbus_a319_c_plane455;3;2;6;0;0;0;0;0;0;0;11
germanwings_airbus_a320_plane456;3;2;6;6;0;0;0;0;0;0;17
germanwings_crj-900_plane457;2;4;6;0;0;0;0;0;0;0;12
gol_boeing_737-700_plane458;2;2;6;0;0;0;0;0;0;0;10
gol_boeing_737-800_v1_plane459;3;2;6;0;0;0;0;0;0;0;11
gol_boeing_737-800_v2_plane460;3;2;6;0;0;0;0;0;0;0;11
gol_boeing_737-800_v3_plane461;3;2;6;0;0;0;0;0;0;0;11
gulf_air_airbus_a320_plane465;3;2;7;8;0;0;0;0;0;0;20
gulf_air_airbus_a320-er_new_plane466;3;2;5;8;0;0;0;0;0;0;18
gulf_air_airbus_a321-er_new_plane467;4;4;3;8;0;0;0;0;0;0;19
gulf_air_airbus_a330-200_e_plane463;7;3;6;8;0;0;0;0;0;0;24
gulf_air_airbus_a330-200_f_plane462;7;7;14;11;8;0;0;0;0;0;47
